long.fips,long.name,short.fips,year,median.age,hs.plus,bachelors.plus,ag.percent.employ,mean.income,median.income,white.percent,papers.total,papers.daily,ktype_use,k.seats,party.presence,party.comp,general.presence,general.comp,population,pop_density
620L500US45108,"State House District HD-108 (2016), South Carolina",45108,2018,52.6,91.4,38.7,1.93,80789,57126,78.46,10225,1516,SMD,1,0,0,0,1,38908,74.64607958
620L500US45109,"State House District HD-109 (2016), South Carolina",45109,2018,35.1,84.9,18.6,0.14,50449,37923,37.06,3468,788,SMD,1,0,0,1,1,38705,2162.290503
620L500US45011,"State House District HD-011 (2016), South Carolina",45011,2018,42.7,76.5,11.4,0.86,43741,34413,73.3,4513,507,SMD,1,1,1,1,1,35508,60.44532208
620L500US45110,"State House District HD-110 (2016), South Carolina",45110,2018,34.3,96.4,60.3,0.04,116271,68894,86,3368,842,SMD,1,1,1,1,1,39588,2678.303227
620L500US45111,"State House District HD-111 (2016), South Carolina",45111,2018,30.4,80.8,31.1,0.14,55506,38005,45.49,4728,1182,SMD,1,1,1,1,1,39357,2935.994032
620L500US45112,"State House District HD-112 (2016), South Carolina",45112,2018,39.5,97.5,59.6,0.32,110589,80209,89.92,4884,1221,SMD,1,1,1,1,1,42132,1151.273363
620L500US45113,"State House District HD-113 (2016), South Carolina",45113,2018,32.6,80.9,18.5,0.09,45879,30791,42.38,5236,1231,SMD,1,0,0,0,1,37899,1189.174773
620L500US45114,"State House District HD-114 (2016), South Carolina",45114,2018,39.8,95.9,43.9,0.31,82697,66402,81.9,4356,929,SMD,1,1,1,1,1,40415,374.6188
620L500US45115,"State House District HD-115 (2016), South Carolina",45115,2018,42.7,96.2,54.8,0.44,100271,73876,87.45,6904,1726,SMD,1,1,1,1,1,40773,732.3657787
620L500US45116,"State House District HD-116 (2016), South Carolina",45116,2018,45.7,83.8,26.2,1.83,72518,49899,61.39,12412,2906,SMD,1,1,1,1,1,40083,83.45635006
620L500US45117,"State House District HD-117 (2016), South Carolina",45117,2018,30.5,88.7,21,0.23,59815,49167,57.27,2189,236,SMD,1,1,1,1,1,43178,1583.003373
620L500US45118,"State House District HD-118 (2016), South Carolina",45118,2018,43.3,89.5,35.2,0.39,73107,61304,77.53,2924,1232,SMD,1,1,1,1,1,40727,183.8093261
620L500US45119,"State House District HD-119 (2016), South Carolina",45119,2018,37.6,93.3,44.4,0.22,73782,57170,73.25,7300,1825,SMD,1,1,1,1,1,38592,707.4869839
620L500US45012,"State House District HD-012 (2016), South Carolina",45012,2018,37.9,73.7,15.6,3.51,42337,30613,43.36,1985,814,SMD,1,1,1,1,1,36558,79.80545265
620L500US45120,"State House District HD-120 (2016), South Carolina",45120,2018,40.5,94.3,41.1,0.5,85412,63696,79.59,4795,2288,SMD,1,0,0,0,1,41509,230.5953069
620L500US45121,"State House District HD-121 (2016), South Carolina",45121,2018,40.4,87.1,19,2.51,50454,34443,39.44,8280,3066,SMD,1,1,1,1,1,37735,66.34037085
620L500US45122,"State House District HD-122 (2016), South Carolina",45122,2018,39.9,79.3,10.8,4.18,45081,32551,43.44,3138,36,SMD,1,1,1,1,1,35695,35.94315152
620L500US45123,"State House District HD-123 (2016), South Carolina",45123,2018,54.8,93.5,51.4,0.5,107945,70779,86.07,5208,2604,SMD,1,1,1,1,1,39709,741.1852543
620L500US45124,"State House District HD-124 (2016), South Carolina",45124,2018,34.3,90.9,35.9,0.53,71076,54254,71.58,5752,2876,SMD,1,1,1,1,1,39536,480.6925396
620L500US45013,"State House District HD-013 (2016), South Carolina",45013,2018,41.4,89.5,29.1,0.81,61485,43899,76.81,1355,1355,SMD,1,1,1,1,1,37507,119.8387112
620L500US45014,"State House District HD-014 (2016), South Carolina",45014,2018,43.6,80.5,15.3,0.55,55994,42500,75.46,3216,204,SMD,1,0,0,0,1,38900,96.06053048
620L500US45015,"State House District HD-015 (2016), South Carolina",45015,2018,30.6,87.2,21.9,0.27,55962,46478,58.51,2737,274,SMD,1,1,1,1,1,40772,662.4961409
620L500US45016,"State House District HD-016 (2016), South Carolina",45016,2018,37.6,85.1,18.3,0.17,59088,44399,67.93,3836,369,SMD,1,0,0,0,1,40209,182.1876657
620L500US45017,"State House District HD-017 (2016), South Carolina",45017,2018,40.6,84.1,23.4,1.43,67442,51534,90.73,5448,1362,SMD,1,1,1,1,1,39946,142.9404671
620L500US45018,"State House District HD-018 (2016), South Carolina",45018,2018,40.2,86.6,27,0.59,64225,49646,84.24,4248,1062,SMD,1,1,1,1,1,40511,461.5481019
620L500US45019,"State House District HD-019 (2016), South Carolina",45019,2018,33.7,78.5,21.2,0.44,51753,37349,78.64,2588,647,SMD,1,1,1,1,1,39255,1188.393073
620L500US45002,"State House District HD-002 (2016), South Carolina",45002,2018,43.4,85.8,26.4,0.76,63519,42536,84.43,4611,1533,SMD,1,1,1,1,1,38233,239.2059212
620L500US45020,"State House District HD-020 (2016), South Carolina",45020,2018,39.2,89.3,32.5,0.38,66183,52985,85.41,2108,527,SMD,1,1,1,1,1,39417,1780.030708
620L500US45021,"State House District HD-021 (2016), South Carolina",45021,2018,40.3,96.2,56.7,0.09,117947,91492,85.98,1464,366,SMD,1,0,0,0,1,40037,1651.555152
620L500US45022,"State House District HD-022 (2016), South Carolina",45022,2018,36.8,95,51.5,0.12,78731,54902,83.94,2692,673,SMD,1,1,1,1,1,40409,2285.318403
620L500US45023,"State House District HD-023 (2016), South Carolina",45023,2018,33.8,72.6,18.7,1.03,42278,26993,44.55,4760,1190,SMD,1,0,0,0,1,38980,2559.590255
620L500US45024,"State House District HD-024 (2016), South Carolina",45024,2018,38.9,89.7,46.8,0.03,86044,57366,78.16,3736,934,SMD,1,0,0,0,1,41486,1632.47157
620L500US45025,"State House District HD-025 (2016), South Carolina",45025,2018,34.4,76.8,14,0,45312,33178,37.74,3272,818,SMD,1,1,1,1,1,39300,691.219924
620L500US45026,"State House District HD-026 (2016), South Carolina",45026,2018,38,92.7,42.4,0,93134,77307,82.86,1476,738,SMD,1,1,1,1,1,44477,1110.841929
620L500US45027,"State House District HD-027 (2016), South Carolina",45027,2018,40.7,92.8,37.3,0.24,75549,63956,75.11,2976,744,SMD,1,0,0,0,1,39833,1731.342635
620L500US45028,"State House District HD-028 (2016), South Carolina",45028,2018,37.7,91,28.3,0.11,78571,65546,83.51,3104,776,SMD,1,1,1,1,1,39731,256.3753452
620L500US45029,"State House District HD-029 (2016), South Carolina",45029,2018,40.3,79.7,15.5,2.44,54719,43213,80.49,2379,624,SMD,1,0,0,0,1,40256,80.07893313
620L500US45003,"State House District HD-003 (2016), South Carolina",45003,2018,23.2,89.9,41.4,1.4,54373,36816,85.05,2518,0,SMD,1,1,1,1,1,38837,363.8808208
620L500US45030,"State House District HD-030 (2016), South Carolina",45030,2018,39.1,79.1,14.7,0.5,50046,35235,75.17,1805,120,SMD,1,0,0,0,1,35979,154.4852638
620L500US45031,"State House District HD-031 (2016), South Carolina",45031,2018,29.8,73.6,11.9,0.66,34751,26265,40.92,2940,1470,SMD,1,0,0,0,1,38760,1542.318252
620L500US45032,"State House District HD-032 (2016), South Carolina",45032,2018,42.4,85.1,28.9,0.21,63662,47311,80.08,2356,1178,SMD,1,0,0,0,1,36267,475.7326127
620L500US45033,"State House District HD-033 (2016), South Carolina",45033,2018,40.9,83.9,23.4,0.1,63035,47249,80.98,3028,1514,SMD,1,0,0,1,1,38004,147.457785
620L500US45034,"State House District HD-034 (2016), South Carolina",45034,2018,35.5,89.5,31.4,0.39,67529,51139,65.87,1774,887,SMD,1,0,0,1,1,40196,721.6128395
620L500US45035,"State House District HD-035 (2016), South Carolina",45035,2018,38.3,90.1,36.6,0.4,83686,67820,80.53,2174,964,SMD,1,1,1,1,1,45965,379.1209244
620L500US45036,"State House District HD-036 (2016), South Carolina",45036,2018,36.6,83.3,17.5,0.26,51996,41602,74.81,3476,1622,SMD,1,0,0,0,1,38587,544.2991551
620L500US45037,"State House District HD-037 (2016), South Carolina",45037,2018,37,84.3,21.5,0.37,61019,48390,80.24,1676,838,SMD,1,0,0,0,1,39057,867.6248445
620L500US45038,"State House District HD-038 (2016), South Carolina",45038,2018,44.3,81.3,19.4,0.71,62079,48638,87.27,3556,1778,SMD,1,0,0,0,1,37733,221.0020148
620L500US45039,"State House District HD-039 (2016), South Carolina",45039,2018,42.6,80.2,17,4.9,57962,45441,73.52,4706,0,SMD,1,0,0,0,1,37640,73.27191003
620L500US45004,"State House District HD-004 (2016), South Carolina",45004,2018,43.3,81.5,15.8,0.32,57270,45469,94.6,3746,0,SMD,1,0,0,0,1,38708,123.3304445
620L500US45040,"State House District HD-040 (2016), South Carolina",45040,2018,41.3,78.1,16.3,3.02,54560,39841,62.54,2353,0,SMD,1,0,0,0,1,37750,59.91683068
620L500US45041,"State House District HD-041 (2016), South Carolina",45041,2018,41.4,82.7,21,1.26,53033,36119,41.68,6271,111,SMD,1,1,1,1,1,36856,45.87371783
620L500US45042,"State House District HD-042 (2016), South Carolina",45042,2018,43.2,78.6,14.6,0.87,47710,35781,69.56,4588,0,SMD,1,0,0,0,1,36879,55.31067354
620L500US45043,"State House District HD-043 (2016), South Carolina",45043,2018,41.7,82,15.3,1.42,57719,43916,72.82,1955,246,SMD,1,1,1,1,1,35789,77.54089481
620L500US45044,"State House District HD-044 (2016), South Carolina",45044,2018,40.5,78,11,0.7,46284,35803,61.98,5280,0,SMD,1,1,1,1,1,38496,138.2783455
620L500US45045,"State House District HD-045 (2016), South Carolina",45045,2018,42.5,90.6,38,0.49,84234,64751,83.4,2722,227,SMD,1,1,1,1,1,44555,308.8370868
620L500US45046,"State House District HD-046 (2016), South Carolina",45046,2018,38.4,90,31.9,0.12,69636,52760,72.76,1576,788,SMD,1,1,1,1,1,38610,1285.885566
620L500US45047,"State House District HD-047 (2016), South Carolina",45047,2018,39.9,88.2,23.1,0.26,73049,57857,85.66,1664,832,SMD,1,1,1,1,1,40512,325.1990753
620L500US45048,"State House District HD-048 (2016), South Carolina",45048,2018,37.8,92.7,41.9,0.14,91803,66923,79.21,1242,621,SMD,1,1,1,1,1,43066,1284.938537
620L500US45049,"State House District HD-049 (2016), South Carolina",45049,2018,34.5,82.8,16.9,0.38,51118,35184,43.26,1794,897,SMD,1,1,1,1,1,38039,387.9155619
620L500US45005,"State House District HD-005 (2016), South Carolina",45005,2018,41.3,83.8,20.9,0.31,57797,46129,86.13,2236,0,SMD,1,0,0,0,1,38442,577.1118884
620L500US45050,"State House District HD-050 (2016), South Carolina",45050,2018,37.7,76.9,11.4,2.51,44508,35791,37.61,2903,633,SMD,1,0,0,0,1,35714,56.84679666
620L500US45051,"State House District HD-051 (2016), South Carolina",45051,2018,35,78.6,14.6,1.34,42516,31668,30.86,1562,1562,SMD,1,0,0,0,1,36680,493.0902834
620L500US45052,"State House District HD-052 (2016), South Carolina",45052,2018,43.3,86.9,23.5,1.43,60896,47711,68.57,3546,0,SMD,1,1,1,1,1,39277,103.0062391
620L500US45053,"State House District HD-053 (2016), South Carolina",45053,2018,40.3,77.3,11.6,1.86,48494,36483,62.71,4764,0,SMD,1,0,0,0,1,37084,76.62505915
620L500US45054,"State House District HD-054 (2016), South Carolina",45054,2018,40.5,75.1,9.2,2.97,44055,33164,48.02,2793,0,SMD,1,1,1,1,1,34919,60.41819865
620L500US45055,"State House District HD-055 (2016), South Carolina",45055,2018,39.2,73.5,9.1,5.26,42228,31069,49.15,3453,237,SMD,1,0,0,0,1,34693,50.47722974
620L500US45056,"State House District HD-056 (2016), South Carolina",45056,2018,35.8,90.5,24.4,0.33,61563,48924,78.47,3978,663,SMD,1,1,1,1,1,43390,371.213223
620L500US45057,"State House District HD-057 (2016), South Carolina",45057,2018,39.3,79.9,16.4,4.11,44894,30405,42.14,3189,202,SMD,1,0,0,0,1,36252,75.59933935
620L500US45058,"State House District HD-058 (2016), South Carolina",45058,2018,38.5,82.5,15.7,1.13,49228,39590,72.72,8640,1440,SMD,1,1,1,1,1,41603,140.1397254
620L500US45059,"State House District HD-059 (2016), South Carolina",45059,2018,40.1,82.4,15.4,0.39,49673,34581,33.36,3689,1169,SMD,1,0,0,0,1,34540,218.9040853
620L500US45006,"State House District HD-006 (2016), South Carolina",45006,2018,40.8,85.9,25.7,0.96,61056,44958,77.2,4110,1370,SMD,1,0,0,1,1,38455,268.5086268
620L500US45060,"State House District HD-060 (2016), South Carolina",45060,2018,38.6,81.7,16.8,1.23,59009,45532,65.63,3313,915,SMD,1,1,1,1,1,37452,110.0218857
620L500US45061,"State House District HD-061 (2016), South Carolina",45061,2018,36.1,78.9,13.1,2.16,49195,34561,51.65,4920,1565,SMD,1,0,0,0,1,36481,69.52575889
620L500US45062,"State House District HD-062 (2016), South Carolina",45062,2018,42,77.1,15,0.55,42947,30288,40.16,3340,180,SMD,1,1,1,1,1,35666,174.9533994
620L500US45063,"State House District HD-063 (2016), South Carolina",45063,2018,38.8,94.2,38.6,0.36,75252,54152,69.49,2673,891,SMD,1,1,1,1,1,39595,1407.922341
620L500US45064,"State House District HD-064 (2016), South Carolina",45064,2018,42,78.7,14.6,3.72,46765,33773,45.25,2278,415,SMD,1,1,1,1,1,35593,50.66539883
620L500US45065,"State House District HD-065 (2016), South Carolina",45065,2018,41.2,81.8,18.2,1.95,56595,42447,78.74,4357,0,SMD,1,0,0,0,1,36113,65.93789827
620L500US45066,"State House District HD-066 (2016), South Carolina",45066,2018,40.8,81.3,15.2,2.8,40463,30532,34.14,7557,2519,SMD,1,1,1,1,1,36109,64.19354953
620L500US45067,"State House District HD-067 (2016), South Carolina",45067,2018,37.4,87.8,25.7,0.68,66289,51231,69.59,1297,1297,SMD,1,0,0,1,1,37952,454.2212222
620L500US45068,"State House District HD-068 (2016), South Carolina",45068,2018,40.7,88.2,19.4,0.1,56032,45800,82.57,3378,563,SMD,1,0,0,1,1,44280,1034.337772
620L500US45069,"State House District HD-069 (2016), South Carolina",45069,2018,37.4,95.5,43.4,0.17,82786,64613,77.16,2109,0,SMD,1,1,1,1,1,40554,1170.355834
620L500US45007,"State House District HD-007 (2016), South Carolina",45007,2018,39.9,78.1,11.1,0.98,47339,35284,79.1,5477,1819,SMD,1,1,1,1,1,37041,154.6087094
620L500US45070,"State House District HD-070 (2016), South Carolina",45070,2018,35.6,84.2,17.6,1.68,49160,38535,37.23,7337,2072,SMD,1,0,0,0,1,36729,86.0339226
620L500US45071,"State House District HD-071 (2016), South Carolina",45071,2018,38.7,95.8,46.8,0.31,94044,79970,75.91,4182,677,SMD,1,1,1,1,1,39726,577.2449869
620L500US45072,"State House District HD-072 (2016), South Carolina",45072,2018,23.3,90.1,46.4,0.16,52536,35173,61.53,6732,1122,SMD,1,0,0,0,1,41279,2422.760887
620L500US45073,"State House District HD-073 (2016), South Carolina",45073,2018,34.9,84.5,22.8,0.26,48782,39494,30.09,5646,941,SMD,1,1,1,1,1,38282,570.4620978
620L500US45074,"State House District HD-074 (2016), South Carolina",45074,2018,31.5,85.7,33.3,0.71,49949,34454,39.65,7446,1241,SMD,1,1,1,1,1,37083,2893.718299
620L500US45075,"State House District HD-075 (2016), South Carolina",45075,2018,29.9,94.9,61.3,0.32,99028,65145,76.34,6264,1044,SMD,1,1,1,1,1,36166,2760.97412
620L500US45076,"State House District HD-076 (2016), South Carolina",45076,2018,34.1,87.4,27.2,0.29,53404,39079,25.07,5520,920,SMD,1,0,0,0,1,39971,1998.55
620L500US45077,"State House District HD-077 (2016), South Carolina",45077,2018,35.3,89.6,32.8,0.25,72217,61355,33.02,6702,1117,SMD,1,0,0,1,1,44691,468.6556208
620L500US45078,"State House District HD-078 (2016), South Carolina",45078,2018,34.1,94.8,50.4,0.39,88954,61673,58.69,7482,1247,SMD,1,1,1,1,1,37673,481.5487071
620L500US45079,"State House District HD-079 (2016), South Carolina",45079,2018,38.1,96.9,42.2,0.74,75201,66067,39.4,2868,478,SMD,1,0,0,1,1,38056,2210.245092
620L500US45008,"State House District HD-008 (2016), South Carolina",45008,2018,44.2,84.8,18.7,1.02,60368,45228,78.56,4698,1566,SMD,1,0,0,1,1,38348,321.5765199
620L500US45080,"State House District HD-080 (2016), South Carolina",45080,2018,36.7,89.8,22.8,0.63,62780,53173,50.75,5968,879,SMD,1,1,1,1,1,38685,156.6105565
620L500US45081,"State House District HD-081 (2016), South Carolina",45081,2018,45.1,93.6,43.8,1.13,79068,60022,81.02,3136,1568,SMD,1,1,1,1,1,40353,631.0086005
620L500US45082,"State House District HD-082 (2016), South Carolina",45082,2018,39.1,76.6,13.1,5.64,48222,36067,42.36,3525,810,SMD,1,0,0,0,1,37506,63.38717283
620L500US45083,"State House District HD-083 (2016), South Carolina",45083,2018,40,87.5,27.9,0.56,66506,49288,72.56,1980,882,SMD,1,1,1,1,1,39916,427.0141318
620L500US45084,"State House District HD-084 (2016), South Carolina",45084,2018,38.5,80.4,14.8,1.03,54746,42572,74.79,2994,1497,SMD,1,1,1,1,1,39556,198.1912468
620L500US45085,"State House District HD-085 (2016), South Carolina",45085,2018,44.1,94.9,44.6,0.14,90900,73977,78.33,2790,0,SMD,1,1,1,1,1,40544,806.2040167
620L500US45086,"State House District HD-086 (2016), South Carolina",45086,2018,42.6,83.8,19.1,3.13,59463,44611,68.6,5916,2958,SMD,1,0,0,0,1,37296,51.3020142
620L500US45087,"State House District HD-087 (2016), South Carolina",45087,2018,39.3,91.8,36.6,0.65,91197,74359,87.04,2088,0,SMD,1,1,1,1,1,45132,545.2897894
620L500US45088,"State House District HD-088 (2016), South Carolina",45088,2018,38,88.7,22.6,0.28,61056,52906,85.69,2280,0,SMD,1,0,0,0,1,38976,700.5158252
620L500US45089,"State House District HD-089 (2016), South Carolina",45089,2018,37.6,86.5,27.9,0.17,55018,40755,73.43,4140,0,SMD,1,0,0,0,1,39232,1253.658848
620L500US45009,"State House District HD-009 (2016), South Carolina",45009,2018,39.2,84.7,23.2,0.3,58428,41524,75.89,3834,1278,SMD,1,0,0,0,1,39042,799.091244
620L500US45090,"State House District HD-090 (2016), South Carolina",45090,2018,41.5,80.5,15.8,2.5,49871,35673,53.03,4283,0,SMD,1,1,1,1,1,35027,33.11926415
620L500US45091,"State House District HD-091 (2016), South Carolina",45091,2018,39.8,79,12.3,3.44,43950,31278,42.25,4265,720,SMD,1,0,0,0,1,35935,33.83257606
620L500US45092,"State House District HD-092 (2016), South Carolina",45092,2018,37.3,88.8,20.8,0.11,72091,60350,75,1524,0,SMD,1,0,0,0,1,38450,2002.082791
620L500US45093,"State House District HD-093 (2016), South Carolina",45093,2018,41.6,82.6,15.7,1.45,51784,40868,49.46,4769,821,SMD,1,1,1,1,1,37073,59.89601846
620L500US45094,"State House District HD-094 (2016), South Carolina",45094,2018,35.6,91.7,28.3,0.06,69716,55060,71.53,1676,51,SMD,1,1,1,1,1,40631,2469.969605
620L500US45095,"State House District HD-095 (2016), South Carolina",45095,2018,35.5,88.4,27.3,0.84,50250,39771,30.5,4329,1443,SMD,1,1,1,1,1,36402,212.5800781
620L500US45096,"State House District HD-096 (2016), South Carolina",45096,2018,35.5,82.5,11.9,1.68,53974,45244,84.17,2898,0,SMD,1,1,1,1,1,39001,184.5161779
620L500US45097,"State House District HD-097 (2016), South Carolina",45097,2018,38.8,85,20.8,1.31,62731,50334,65.99,2574,0,SMD,1,1,1,1,1,38599,94.16112704
620L500US45098,"State House District HD-098 (2016), South Carolina",45098,2018,34.6,93.8,32.2,0.25,77432,66183,69.87,872,0,SMD,1,0,0,0,1,42271,2732.803207
620L500US45099,"State House District HD-099 (2016), South Carolina",45099,2018,35.6,93.4,48,0.74,109948,83516,82.82,3522,309,SMD,1,1,1,1,1,45086,794.873151
620L500US46001,"State House District 1 (2016), South Dakota",46001,2018,43.1,89,18.7,15.58,67324,51121,76.69,15953,918,MMF,2,1,1,1,1,24083,6.458881787
620L500US46010,"State House District 10 (2016), South Dakota",46010,2018,35.2,90.4,25,1.38,73660,61031,81.27,4195,839,MMF,2,1,1,1,1,25506,335.0761955
620L500US46011,"State House District 11 (2016), South Dakota",46011,2018,33.4,95.2,40.9,0.66,83663,75092,91.43,2245,449,MMF,2,1,1,1,1,26664,947.0767919
620L500US46012,"State House District 12 (2016), South Dakota",46012,2018,36.8,94.7,40.3,0.45,72489,50049,89.75,2124,330,MMF,2,1,1,1,1,22266,2256.841678
620L500US46013,"State House District 13 (2016), South Dakota",46013,2018,35.3,96.2,47.2,1.36,99077,65074,92.02,2514,414,MMF,2,1,1,1,1,23181,2738.775992
620L500US46014,"State House District 14 (2016), South Dakota",46014,2018,37.1,92.1,36.1,0.44,75230,61658,89.89,2340,468,MMF,2,1,1,1,1,25319,3020.639466
620L500US46015,"State House District 15 (2016), South Dakota",46015,2018,31.9,82.7,18.5,0.42,45387,32262,71.07,2360,472,MMF,2,1,1,1,1,22804,4064.884135
620L500US46016,"State House District 16 (2016), South Dakota",46016,2018,40.6,90.7,26.8,4.78,82659,62643,94.56,8951,0,MMF,2,1,1,1,1,23789,27.93457469
620L500US46017,"State House District 17 (2016), South Dakota",46017,2018,30.8,93.6,35.8,6.94,61480,42816,92.98,8116,0,MMF,2,1,1,1,1,22318,21.68701626
620L500US46018,"State House District 18 (2016), South Dakota",46018,2018,41.3,91.9,27.3,3.19,67430,48723,92.59,2830,1415,MMF,2,1,1,1,1,22649,43.45640449
620L500US46019,"State House District 19 (2016), South Dakota",46019,2018,43.8,88.3,21.1,15.35,68722,51904,95.46,20561,0,MMF,2,1,1,1,1,22717,8.732394041
620L500US46002,"State House District 2 (2016), South Dakota",46002,2018,39,92.1,21,14.47,72313,56256,95.29,12412,1551,MMF,2,1,1,1,1,24806,6.80975591
620L500US46020,"State House District 20 (2016), South Dakota",46020,2018,39.3,90.2,25.2,8.18,63683,49236,93.6,3414,1374,MMF,2,1,1,1,1,24585,14.7195649
620L500US46021,"State House District 21 (2016), South Dakota",46021,2018,41,88.3,19.2,16.8,57220,42731,76.14,14329,0,MMF,2,1,1,1,1,22484,5.705746019
620L500US46022,"State House District 22 (2016), South Dakota",46022,2018,40,85.1,20.9,7.88,61272,50277,88.96,7501,3499,MMF,2,1,1,1,1,23225,11.10741263
620L500US46023,"State House District 23 (2016), South Dakota",46023,2018,47.6,88.9,21.7,20.49,69223,49111,92.12,11943,0,MMF,2,1,1,1,1,21881,3.041073322
620L500US46024,"State House District 24 (2016), South Dakota",46024,2018,39.6,91.3,31,8.11,74369,58818,85.32,1897,1121,MMF,2,1,1,1,1,23378,5.76762904
620L500US46025,"State House District 25 (2016), South Dakota",46025,2018,38.1,93.8,28.5,3.67,87173,72098,93.37,7210,1442,MMF,2,1,1,1,1,25122,58.3597387
620L500US4626A,"State House District 26A (2016), South Dakota",4626A,2018,25.7,80.2,15.4,12.61,39613,30552,14.27,2732,0,SMD,1,0,0,0,1,12102,4.489003943
620L500US4626B,"State House District 26B (2016), South Dakota",4626B,2018,36.5,86,20,16.69,57957,45927,65.28,2871,0,SMD,1,1,1,1,1,11986,3.072966941
620L500US46027,"State House District 27 (2016), South Dakota",46027,2018,27.4,81.6,14.8,13.8,47291,35676,23.72,5189,507,MMF,2,1,1,1,1,23661,2.929777102
620L500US4628A,"State House District 28A (2016), South Dakota",4628A,2018,28.9,83.9,15.2,20.65,48493,36592,24.44,1725,0,SMD,1,0,0,0,1,12640,1.877202724
620L500US4628B,"State House District 28B (2016), South Dakota",4628B,2018,41.2,91.9,21,16.5,63869,44200,94.91,3146,0,SMD,1,0,0,1,1,11951,1.688358492
620L500US46029,"State House District 29 (2016), South Dakota",46029,2018,35.2,92.3,21.2,8.72,62020,50722,89.53,3562,68,MMF,2,1,1,1,1,26190,6.286513808
620L500US46003,"State House District 3 (2016), South Dakota",46003,2018,36.9,91.8,30.3,2.4,64947,47871,89.81,2628,876,MMF,2,1,1,1,1,25772,384.9209905
620L500US46030,"State House District 30 (2016), South Dakota",46030,2018,50.1,93.5,25.9,6.89,70465,53935,90.78,9758,1419,MMF,2,1,1,1,1,24728,5.266429853
620L500US46031,"State House District 31 (2016), South Dakota",46031,2018,41.4,94,31.6,4.79,61440,48220,93.19,1469,1469,MMF,2,1,1,1,1,24859,31.0716915
620L500US46032,"State House District 32 (2016), South Dakota",46032,2018,35.7,90.1,25.9,1.24,58456,45263,78.19,2060,515,MMF,2,1,1,1,1,26696,1081.335062
620L500US46033,"State House District 33 (2016), South Dakota",46033,2018,41.7,93.6,30.1,1.64,71276,52611,81.97,2570,570,MMF,2,1,1,1,1,23583,127.3937305
620L500US46034,"State House District 34 (2016), South Dakota",46034,2018,40.3,96.1,43,0.78,82388,61288,89.48,1932,483,MMF,2,1,1,1,1,24298,1467.536389
620L500US46035,"State House District 35 (2016), South Dakota",46035,2018,33,91.2,17.4,1.93,54609,46491,82.35,3216,804,MMF,2,1,1,1,1,25965,553.0822647
620L500US46004,"State House District 4 (2016), South Dakota",46004,2018,40.5,92.5,20.3,15.56,70634,58250,96.57,8258,2062,MMF,2,1,1,1,1,23584,9.141407701
620L500US46005,"State House District 5 (2016), South Dakota",46005,2018,37.8,91.7,21.7,2.19,63073,48764,94.45,1057,1057,MMF,2,1,1,1,1,24072,184.948715
620L500US46006,"State House District 6 (2016), South Dakota",46006,2018,32,96.5,37.9,1.72,89823,77043,94.82,3297,0,MMF,2,1,1,1,1,26836,150.4985587
620L500US46007,"State House District 7 (2016), South Dakota",46007,2018,24.4,95.9,46.4,4.14,65951,47754,92.11,2248,562,MMF,2,1,1,1,1,25169,340.521965
620L500US46008,"State House District 8 (2016), South Dakota",46008,2018,42.1,92.4,28.8,10.92,71638,54157,91.81,4218,1089,MMF,2,1,1,1,1,23424,10.54331089
620L500US46009,"State House District 9 (2016), South Dakota",46009,2018,32.7,88.7,23.3,1.26,63290,50852,85.48,5480,1096,MMF,2,1,1,1,1,26765,107.9686643
610U500US46001,"State Senate District 1 (2016), South Dakota",46001,2018,43.1,89,18.7,15.58,67324,51121,76.69,10,1,SMD,1,1,1,1,1,24083,6.458881787
610U500US46010,"State Senate District 10 (2016), South Dakota",46010,2018,35.2,90.4,25,1.38,73660,61031,81.27,5,1,SMD,1,1,1,1,1,25506,335.0761955
610U500US46011,"State Senate District 11 (2016), South Dakota",46011,2018,33.4,95.2,40.9,0.66,83663,75092,91.43,5,1,SMD,1,1,1,1,1,26664,947.0767919
610U500US46012,"State Senate District 12 (2016), South Dakota",46012,2018,36.8,94.7,40.3,0.45,72489,50049,89.75,8,1,SMD,1,1,1,1,1,22266,2256.841678
610U500US46013,"State Senate District 13 (2016), South Dakota",46013,2018,35.3,96.2,47.2,1.36,99077,65074,92.02,8,1,SMD,1,1,1,1,1,23181,2738.775992
610U500US46014,"State Senate District 14 (2016), South Dakota",46014,2018,37.1,92.1,36.1,0.44,75230,61658,89.89,5,1,SMD,1,1,1,1,1,25319,3020.639466
610U500US46015,"State Senate District 15 (2016), South Dakota",46015,2018,31.9,82.7,18.5,0.42,45387,32262,71.07,5,1,SMD,1,1,1,1,1,22804,4064.884135
610U500US46016,"State Senate District 16 (2016), South Dakota",46016,2018,40.6,90.7,26.8,4.78,82659,62643,94.56,7,0,SMD,1,1,1,1,1,23789,27.93457469
610U500US46017,"State Senate District 17 (2016), South Dakota",46017,2018,30.8,93.6,35.8,6.94,61480,42816,92.98,6,0,SMD,1,1,1,1,1,22318,21.68701626
610U500US46018,"State Senate District 18 (2016), South Dakota",46018,2018,41.3,91.9,27.3,3.19,67430,48723,92.59,2,1,SMD,1,1,1,1,1,22649,43.45640449
610U500US46019,"State Senate District 19 (2016), South Dakota",46019,2018,43.8,88.3,21.1,15.35,68722,51904,95.46,17,0,SMD,1,1,1,1,1,22717,8.732394041
610U500US46002,"State Senate District 2 (2016), South Dakota",46002,2018,39,92.1,21,14.47,72313,56256,95.29,10,1,SMD,1,1,1,1,1,24806,6.80975591
