long.fips,long.name,short.fips,year,median.age,hs.plus,bachelors.plus,ag.percent.employ,mean.income,median.income,white.percent,papers.total,papers.daily,ktype_use,k.seats,party.presence,party.comp,general.presence,general.comp,population,pop_density
620L500US05001,"State House District 1 (2016), Arkansas",5001,2018,37.4,85.1,15.7,0.95,50891,36627,60.2,1179,1179,SMD,1,0,0,0,1,29129,NA
620L500US05013,"State House District 13 (2016), Arkansas",5013,2018,41.5,82.9,12.9,8.1,52606,37931,78.07,3712,215,SMD,1,0,0,0,1,28136,NA
620L500US05003,"State House District 3 (2016), Arkansas",5003,2018,39.2,80.2,13.1,3.92,45279,33405,64.23,2051,0,SMD,1,1,1,1,1,28762,NA
620L500US05036,"State House District 36 (2016), Arkansas",5036,2018,36,81.3,13.6,0.52,40227,30596,31.85,3598,1799,SMD,1,0,0,0,1,28942,NA
620L500US05004,"State House District 4 (2016), Arkansas",5004,2018,37.6,77.1,8.9,4.63,49384,36533,69,2948,0,SMD,1,0,0,0,1,28573,NA
620L500US05043,"State House District 43 (2016), Arkansas",5043,2018,36.3,90.1,22,0.41,67148,58484,91.81,1066,0,SMD,1,0,0,0,1,29899,NA
620L500US05044,"State House District 44 (2016), Arkansas",5044,2018,34.2,87.8,19,1.38,62656,55877,94.27,2048,715,SMD,1,1,1,1,1,32890,NA
620L500US05051,"State House District 51 (2016), Arkansas",5051,2018,35.2,87.1,20.5,2.27,57990,50031,58.25,807,0,SMD,1,0,0,0,1,27109,NA
620L500US05052,"State House District 52 (2016), Arkansas",5052,2018,39.1,82.6,12.8,7.66,53521,39431,91.09,3302,692,SMD,1,0,0,0,1,31181,NA
620L500US05053,"State House District 53 (2016), Arkansas",5053,2018,33.6,87.5,21.5,2.74,56033,44603,86.42,1566,1566,SMD,1,1,1,1,1,30805,NA
620L500US05058,"State House District 58 (2016), Arkansas",5058,2018,34.2,91.6,35.9,1.1,69230,42449,78.27,692,692,SMD,1,1,1,1,1,31394,NA
620L500US05059,"State House District 59 (2016), Arkansas",5059,2018,32.9,83.9,19.3,1.71,54707,42181,74.76,861,861,SMD,1,1,1,1,1,30441,NA
620L500US05079,"State House District 79 (2016), Arkansas",5079,2018,36.1,85.7,15.7,1.14,54315,40733,87.37,1570,8,SMD,1,0,0,0,0,29927,NA
620L500US05088,"State House District 88 (2016), Arkansas",5088,2018,32.3,78.3,29,0.91,68685,47376,68.57,2208,552,SMD,1,1,1,1,1,31086,NA
620L500US05091,"State House District 91 (2016), Arkansas",5091,2018,34.2,90.3,36.7,2.24,90667,65845,87.38,5072,0,SMD,1,1,1,1,1,33706,NA
610U500US05006,"State Senate District 6 (2016), Arkansas",5006,2018,40.4,79.8,14,4.73,49521,36983,90.22,7,0,SMD,1,0,0,0,0,82557,NA
620L500US12101,"State House District 101 (2016), Florida",12101,2018,37.8,83.3,18.9,0.35,54038,43989,50,15372,2196,SMD,1,1,1,1,1,168769,7082.801746
620L500US12102,"State House District 102 (2016), Florida",12102,2018,36.1,85.4,21.1,0.19,56610,47033,41.4,16289,3043,SMD,1,0,0,0,0,166929,6350.973977
620L500US12104,"State House District 104 (2016), Florida",12104,2018,41,94.1,45.7,0.16,105367,81706,78.02,9835,1405,SMD,1,1,1,1,1,164089,411.6282103
620L500US12013,"State House District 13 (2016), Florida",12013,2018,35.2,83.6,18.5,0.2,45952,32854,43.02,17552,4388,SMD,1,0,0,0,1,158439,3350.015858
620L500US12014,"State House District 14 (2016), Florida",12014,2018,35.5,84.4,15.6,0.2,51126,40024,40.23,13008,3252,SMD,1,0,0,1,1,162865,724.5464494
620L500US12043,"State House District 43 (2016), Florida",12043,2018,34.4,83.9,15.7,0.05,51092,40649,70.33,5016,0,SMD,1,0,0,0,0,185182,1909.447114
620L500US12045,"State House District 45 (2016), Florida",12045,2018,34.5,82.3,19.9,0.59,56929,44533,40.78,15730,3146,SMD,1,0,0,0,0,174863,2005.700653
620L500US12070,"State House District 70 (2016), Florida",12070,2018,36.4,79.8,17.2,1.67,49255,35800,47.19,27624,4879,SMD,1,0,0,0,0,165191,2121.151031
620L500US12008,"State House District 8 (2016), Florida",12008,2018,26.8,84.6,26.6,0.79,43541,33279,42.28,10524,2044,SMD,1,0,0,0,0,161678,271.7067252
620L500US12009,"State House District 9 (2016), Florida",12009,2018,37.6,95.6,53.8,0.27,86784,66478,75.42,11310,3770,SMD,1,1,1,1,1,160422,395.0852617
620L500US12092,"State House District 92 (2016), Florida",12092,2018,39,81.1,20.8,0.06,51599,41012,52.34,14959,2137,SMD,1,0,0,1,1,168878,4383.595068
620L500US12096,"State House District 96 (2016), Florida",12096,2018,40.9,92,34.6,0.14,86536,61111,72.9,10206,1458,SMD,1,0,0,1,1,168751,4293.481579
620L500US20046,"State House District 46 (2016), Kansas",20046,2018,22.8,92.1,46.1,0.76,46858,33106,84.76,556,556,SMD,1,0,0,1,1,31435,2272.30013
620L500US40001,"State House District 1 (2016), Oklahoma",40001,2018,39.8,81.8,13.8,4.89,45897,33687,65.09,22316,7152,SMD,1,0,0,0,1,36206,14.42767295
620L500US40004,"State House District 4 (2016), Oklahoma",40004,2018,33.2,85.2,25.3,3.88,50946,37099,52.3,2969,2969,SMD,1,1,1,1,1,38664,90.92298684
620L500US40088,"State House District 88 (2016), Oklahoma",40088,2018,33,84.3,34.6,0.37,60493,42404,71.86,7664,958,SMD,1,1,1,1,1,36959,5153.234802
620L500US40089,"State House District 89 (2016), Oklahoma",40089,2018,26.8,47,3.6,0.9,36065,28474,72.62,5584,698,SMD,1,1,1,1,1,36411,4457.761998
620L500US40097,"State House District 97 (2016), Oklahoma",40097,2018,40.1,86.9,23.8,0.1,60435,36544,34.96,10200,1275,SMD,1,1,1,1,1,38266,425.5039975
610U500US40046,"State Senate District 46 (2016), Oklahoma",40046,2018,29.5,62.5,17.9,0.6,49311,34116,70.09,8,1,SMD,1,0,0,0,1,78785,3785.01081
620L500US12107,"State House District 107 (2016), Florida",12107,2018,35.7,80.5,21,0.15,55599,40469,34.3,20720,4144,SMD,1,0,0,0,0,165336,7995.744269
620L500US12109,"State House District 109 (2016), Florida",12109,2018,37.1,73.3,16.3,0.13,45451,28512,43.18,33500,6700,SMD,1,0,0,1,1,162046,5892.153298
620L500US12002,"State House District 2 (2016), Florida",12002,2018,36.2,91,29.6,0.2,66496,45198,70.07,10270,4697,SMD,1,1,1,1,1,161703,1458.926171
620L500US12020,"State House District 20 (2016), Florida",12020,2018,32.3,86.8,26.6,1.79,47468,31849,57.35,14796,5523,SMD,1,0,0,0,0,158663,201.0532732
620L500US12046,"State House District 46 (2016), Florida",12046,2018,31.1,80.6,19.2,0.36,42057,31757,35.09,11710,2342,SMD,1,0,0,0,0,165877,4558.939123
620L500US12005,"State House District 5 (2016), Florida",12005,2018,42.1,81,17.6,2,56965,40657,81.36,19654,4792,SMD,1,0,0,0,0,164638,49.63173672
620L500US12068,"State House District 68 (2016), Florida",12068,2018,43.9,90,32.4,0.31,67096,47272,83.21,32384,4048,SMD,1,1,1,1,1,163549,3331.886892
620L500US12088,"State House District 88 (2016), Florida",12088,2018,36.4,79.5,22,0.59,56682,40648,37.76,23922,5316,SMD,1,1,1,1,1,167161,4739.870134
620L500US12091,"State House District 91 (2016), Florida",12091,2018,62.8,94.4,43.8,0.07,89926,54572,86.84,17001,3778,SMD,1,1,1,1,1,161540,3130.559485
620L500US12094,"State House District 94 (2016), Florida",12094,2018,37.9,80.3,22.5,0.29,57600,40183,35.99,17409,2487,SMD,1,0,0,0,0,170430,6232.583653
620L500US12095,"State House District 95 (2016), Florida",12095,2018,36.5,82,18.1,0.09,49510,39480,28.95,8778,1254,SMD,1,0,0,0,0,163115,8574.620197
620L500US12099,"State House District 99 (2016), Florida",12099,2018,38.6,88.9,31.6,0.9,80234,58691,72.81,19551,2793,SMD,1,0,0,0,1,169933,3564.105791
620L500US01001,"State House District 1 (2016), Alabama",1001,2018,37.8,82.6,18.1,0.59,49403,37415,83.61,3354,1677,SMD,1,0,0,1,1,46017,NA
620L500US01010,"State House District 10 (2016), Alabama",1010,2018,35.5,94.2,49.4,0.06,83389,66276,71.48,9087,0,SMD,1,1,1,1,1,50660,NA
620L500US01100,"State House District 100 (2016), Alabama",1100,2018,36.4,94,39,0.27,86374,69614,75.57,2178,0,SMD,1,0,0,0,0,50796,NA
620L500US01101,"State House District 101 (2016), Alabama",1101,2018,35.4,91.4,40.4,0.17,73256,50340,75.12,3206,0,SMD,1,0,0,0,0,44067,NA
620L500US01102,"State House District 102 (2016), Alabama",1102,2018,38.9,82.6,12.5,1.16,61027,49417,83.13,8118,0,SMD,1,0,0,0,0,44122,NA
620L500US01103,"State House District 103 (2016), Alabama",1103,2018,33.7,84.1,16.3,0.2,43527,30421,33.14,3648,0,SMD,1,0,0,0,0,41050,NA
620L500US01104,"State House District 104 (2016), Alabama",1104,2018,39.7,88.7,25.5,0.37,65860,53808,75.19,2698,0,SMD,1,1,1,1,1,48367,NA
620L500US01105,"State House District 105 (2016), Alabama",1105,2018,40.2,79.7,13.1,2.59,57586,47654,82.96,4304,0,SMD,1,0,0,0,0,42052,NA
620L500US01011,"State House District 11 (2016), Alabama",1011,2018,40.3,80,13.1,2.89,50616,36936,96.77,2592,204,SMD,1,0,0,0,0,44679,NA
620L500US01012,"State House District 12 (2016), Alabama",1012,2018,40.6,82,16.6,2.56,53438,39879,95.47,2693,0,SMD,1,0,0,0,0,45673,NA
620L500US01013,"State House District 13 (2016), Alabama",1013,2018,40.8,82.2,13.4,0.68,56079,40984,90.06,2294,2158,SMD,1,0,0,0,0,45785,NA
620L500US01014,"State House District 14 (2016), Alabama",1014,2018,45.1,75.9,9.1,1.27,47968,36163,95.79,4135,2116,SMD,1,0,0,0,0,42876,NA
620L500US01015,"State House District 15 (2016), Alabama",1015,2018,40.5,93,35.4,0.44,86568,76195,79.23,5218,0,SMD,1,1,1,1,1,45799,NA
620L500US01016,"State House District 16 (2016), Alabama",1016,2018,43.5,81.1,14,1.56,55638,42529,85.94,9796,783,SMD,1,0,0,0,0,43147,NA
620L500US01017,"State House District 17 (2016), Alabama",1017,2018,43.2,78.1,12.4,1.6,48893,34276,93.72,6762,0,SMD,1,0,0,0,0,45238,NA
620L500US01018,"State House District 18 (2016), Alabama",1018,2018,40.6,76.2,12.2,1.66,50518,38009,89.09,6352,414,SMD,1,1,1,1,1,44640,NA
620L500US01019,"State House District 19 (2016), Alabama",1019,2018,33.6,86.8,29.2,0.38,63537,49222,37.79,5475,0,SMD,1,0,0,0,0,47493,NA
620L500US01002,"State House District 2 (2016), Alabama",1002,2018,46.1,87.6,25.1,2.08,68470,51141,91.03,4401,2441,SMD,1,1,1,1,1,45239,NA
620L500US01020,"State House District 20 (2016), Alabama",1020,2018,45.3,96.5,59.1,0.46,111991,87265,89.8,4860,0,SMD,1,1,1,1,1,46842,NA
620L500US01021,"State House District 21 (2016), Alabama",1021,2018,44.1,92,41.5,1.22,89002,65548,84.1,6024,0,SMD,1,1,1,1,1,48615,NA
620L500US01022,"State House District 22 (2016), Alabama",1022,2018,41.2,85.1,24.1,1.85,70926,54093,88.32,9986,1010,SMD,1,0,0,0,0,47652,NA
620L500US01023,"State House District 23 (2016), Alabama",1023,2018,42.7,79,13.2,2.03,50206,38104,90.72,3591,3591,SMD,1,0,0,0,0,45216,NA
620L500US01024,"State House District 24 (2016), Alabama",1024,2018,39.6,75,12.1,2.19,51336,39252,89.22,2962,2962,SMD,1,0,0,0,0,45805,NA
620L500US01025,"State House District 25 (2016), Alabama",1025,2018,39.1,97.1,52.7,0.59,109135,93631,75.93,3321,219,SMD,1,0,0,0,0,47899,NA
620L500US01026,"State House District 26 (2016), Alabama",1026,2018,34.6,74.6,14,3.21,50533,34223,89.16,4863,339,SMD,1,0,0,0,0,46159,NA
620L500US01027,"State House District 27 (2016), Alabama",1027,2018,43.9,83.2,19.3,3.61,61696,42357,94.34,6699,193,SMD,1,1,1,1,1,44963,NA
620L500US01028,"State House District 28 (2016), Alabama",1028,2018,40.2,78.5,12.8,0.4,45858,32270,68.07,4676,2338,SMD,1,1,1,1,1,45528,NA
620L500US01029,"State House District 29 (2016), Alabama",1029,2018,39.3,79.6,13.4,1.64,53611,43092,89.08,4011,2244,SMD,1,1,1,1,1,46751,NA
620L500US01003,"State House District 3 (2016), Alabama",1003,2018,42.2,84.4,20.2,0.93,55457,43340,73.23,3424,182,SMD,1,1,1,1,1,45936,NA
620L500US01030,"State House District 30 (2016), Alabama",1030,2018,42.1,83.6,18.5,1.04,58367,49556,90.19,4736,1232,SMD,1,1,1,1,1,46252,NA
620L500US01031,"State House District 31 (2016), Alabama",1031,2018,40.5,86.8,21.5,0.4,68191,53457,82.25,4608,0,SMD,1,0,0,0,0,45256,NA
620L500US01032,"State House District 32 (2016), Alabama",1032,2018,38.5,75.8,11.2,0.69,38366,26598,36.14,5607,3409,SMD,1,1,1,1,1,42353,NA
620L500US01033,"State House District 33 (2016), Alabama",1033,2018,41.8,79.9,11.9,0.6,49784,38018,74.43,3920,2383,SMD,1,1,1,1,1,45394,NA
620L500US01034,"State House District 34 (2016), Alabama",1034,2018,40,78.3,13.1,2,55721,46071,94.34,3363,0,SMD,1,0,0,0,0,45522,NA
620L500US01035,"State House District 35 (2016), Alabama",1035,2018,42.3,78.7,13.3,2.22,55637,42374,79.84,3532,1934,SMD,1,0,0,0,0,44207,NA
620L500US01036,"State House District 36 (2016), Alabama",1036,2018,43.1,83.8,19.1,0.79,64502,47076,80.56,4380,1442,SMD,1,1,1,1,1,46506,NA
620L500US01037,"State House District 37 (2016), Alabama",1037,2018,43.6,76.1,12.7,2.76,46316,35349,68.16,5066,1279,SMD,1,1,1,1,1,45517,NA
620L500US01038,"State House District 38 (2016), Alabama",1038,2018,39.4,87.7,20.9,0.83,62433,47026,78.26,5341,2082,SMD,1,1,1,1,1,49265,NA
620L500US01039,"State House District 39 (2016), Alabama",1039,2018,44,78.5,12.3,2.61,50434,37397,92.16,5113,1000,SMD,1,0,0,0,0,45842,NA
620L500US01004,"State House District 4 (2016), Alabama",1004,2018,39.5,81.9,26.2,1.29,66470,49741,80.94,4459,2714,SMD,1,1,1,1,1,47671,NA
620L500US01040,"State House District 40 (2016), Alabama",1040,2018,36.5,86.3,22.2,0.97,62037,50271,84.62,4226,2113,SMD,1,1,1,1,1,46282,NA
620L500US01041,"State House District 41 (2016), Alabama",1041,2018,37.6,87.5,27.9,0.33,73079,62314,81.5,9345,0,SMD,1,1,1,1,1,48630,NA
620L500US01042,"State House District 42 (2016), Alabama",1042,2018,39.7,83.4,16.5,2.19,62244,46268,84.12,3092,1546,SMD,1,0,0,0,0,45463,NA
620L500US01043,"State House District 43 (2016), Alabama",1043,2018,41.4,95,55.6,0.08,107046,81906,85.31,3789,0,SMD,1,1,1,1,1,47707,NA
620L500US01044,"State House District 44 (2016), Alabama",1044,2018,40.9,93.3,30.9,0.32,84450,70586,83.22,7796,0,SMD,1,0,0,0,0,44853,NA
620L500US01045,"State House District 45 (2016), Alabama",1045,2018,40.5,91.9,44.5,0.18,95224,67602,77.67,8477,0,SMD,1,1,1,1,1,47071,NA
620L500US01046,"State House District 46 (2016), Alabama",1046,2018,35,97.9,68.7,0.27,130954,93740,87.54,4440,0,SMD,1,1,1,1,1,46365,NA
620L500US01047,"State House District 47 (2016), Alabama",1047,2018,33.4,93.5,50.5,0.1,83393,59207,64.07,3516,0,SMD,1,1,1,1,1,45012,NA
620L500US01048,"State House District 48 (2016), Alabama",1048,2018,38,97.4,67.9,0.42,123079,80117,88.46,4867,0,SMD,1,1,1,1,1,45753,NA
620L500US01049,"State House District 49 (2016), Alabama",1049,2018,36.6,84.2,20,0.41,57389,44427,80.55,3753,265,SMD,1,0,0,0,0,46464,NA
620L500US01005,"State House District 5 (2016), Alabama",1005,2018,39.1,82.3,21.7,0.97,65255,46120,81.76,1893,1893,SMD,1,1,1,1,1,49872,NA
620L500US01050,"State House District 50 (2016), Alabama",1050,2018,39.2,84.8,17.9,0.13,68352,60037,87.3,3706,0,SMD,1,0,0,0,0,47508,NA
620L500US01051,"State House District 51 (2016), Alabama",1051,2018,42.6,87.9,18.2,0.11,68413,56528,88,7196,0,SMD,1,1,1,1,1,44522,NA
620L500US01052,"State House District 52 (2016), Alabama",1052,2018,33.9,90.7,36.6,0.08,57848,38226,40.62,6084,0,SMD,1,0,0,0,0,42775,NA
620L500US01053,"State House District 53 (2016), Alabama",1053,2018,30.2,79.2,17.3,0.14,34745,24544,35.52,4959,0,SMD,1,0,0,0,0,43960,NA
620L500US01054,"State House District 54 (2016), Alabama",1054,2018,38.1,86.2,30.1,0.08,54410,38401,38.54,9364,0,SMD,1,0,0,1,1,46131,NA
620L500US01055,"State House District 55 (2016), Alabama",1055,2018,33.4,83.8,18.6,0.15,38002,27039,22.61,10124,0,SMD,1,0,0,0,0,44428,NA
620L500US01056,"State House District 56 (2016), Alabama",1056,2018,37.1,85.9,24.6,0.2,58599,40853,30.95,10676,0,SMD,1,0,0,0,0,47773,NA
620L500US01057,"State House District 57 (2016), Alabama",1057,2018,39.8,86.6,17.1,0.25,49615,38393,26.75,9240,0,SMD,1,0,0,0,0,44152,NA
620L500US01058,"State House District 58 (2016), Alabama",1058,2018,35.5,86.5,19.1,0.22,54773,38930,22.78,4364,0,SMD,1,0,0,0,0,47086,NA
620L500US01059,"State House District 59 (2016), Alabama",1059,2018,34,80.5,11.5,0.09,38124,25607,17.76,10616,0,SMD,1,0,0,0,0,45561,NA
620L500US01006,"State House District 6 (2016), Alabama",1006,2018,38.1,88.7,33.3,0.86,77626,61383,74.79,4045,247,SMD,1,0,0,0,0,46289,NA
620L500US01060,"State House District 60 (2016), Alabama",1060,2018,40.3,86.8,21.4,0,47177,36567,27.29,12304,0,SMD,1,0,0,0,0,44413,NA
620L500US01061,"State House District 61 (2016), Alabama",1061,2018,36.8,87.1,22.9,1.89,59593,48675,76.58,3983,1251,SMD,1,1,1,1,1,45196,NA
620L500US01062,"State House District 62 (2016), Alabama",1062,2018,35.4,87.2,25,0.18,67752,56951,79.3,5328,2664,SMD,1,1,1,1,1,48569,NA
620L500US01063,"State House District 63 (2016), Alabama",1063,2018,24.9,94.4,52.7,0.21,83835,50637,81.81,3516,1758,SMD,1,0,0,0,0,46795,NA
620L500US01064,"State House District 64 (2016), Alabama",1064,2018,39.3,84.1,17.2,1.13,57483,45346,82.2,8719,0,SMD,1,1,1,1,1,49727,NA
620L500US01065,"State House District 65 (2016), Alabama",1065,2018,42.3,81.3,12.1,4.24,52365,37301,68.77,5945,0,SMD,1,1,1,1,1,45372,NA
620L500US01066,"State House District 66 (2016), Alabama",1066,2018,40.4,82.2,11.7,2.3,50017,35173,70.19,10508,0,SMD,1,1,1,1,1,45844,NA
620L500US01067,"State House District 67 (2016), Alabama",1067,2018,39,79.2,13.8,3.01,43088,28414,29.44,3474,3099,SMD,1,0,0,0,0,42619,NA
620L500US01068,"State House District 68 (2016), Alabama",1068,2018,41.3,79.1,9.1,3.58,38416,23973,33.27,5626,0,SMD,1,0,0,0,0,40296,NA
620L500US01069,"State House District 69 (2016), Alabama",1069,2018,39.2,77.8,14.6,2.55,49564,35499,32.7,3645,618,SMD,1,0,0,0,0,45636,NA
620L500US01007,"State House District 7 (2016), Alabama",1007,2018,40.8,79,12,2.39,53183,42781,86.61,3446,248,SMD,1,1,1,1,1,45248,NA
620L500US01070,"State House District 70 (2016), Alabama",1070,2018,31.2,84.4,20.3,0.49,45999,32708,32.08,3122,1561,SMD,1,0,0,0,0,49309,NA
620L500US01071,"State House District 71 (2016), Alabama",1071,2018,39.2,82.5,17.9,1.82,46299,33516,33.25,4574,987,SMD,1,0,0,0,0,45544,NA
620L500US01072,"State House District 72 (2016), Alabama",1072,2018,37.3,77.6,13.5,3.88,40596,26171,32.42,5576,0,SMD,1,0,0,0,0,42101,NA
620L500US01073,"State House District 73 (2016), Alabama",1073,2018,36.6,91.5,37.3,0.29,83261,75421,80.79,4074,0,SMD,1,1,1,1,1,48501,NA
620L500US01074,"State House District 74 (2016), Alabama",1074,2018,40.5,92.6,37.2,0.12,71653,52978,63.25,1374,687,SMD,1,1,1,1,1,45067,NA
620L500US01075,"State House District 75 (2016), Alabama",1075,2018,38.1,90.4,42.9,0.54,94196,75751,62.21,3196,948,SMD,1,0,0,0,0,49877,NA
620L500US01076,"State House District 76 (2016), Alabama",1076,2018,32.6,83.7,25.4,0.12,54699,40428,19.94,1050,525,SMD,1,0,0,0,0,44573,NA
620L500US01077,"State House District 77 (2016), Alabama",1077,2018,34.5,83.4,30.8,0.18,56251,36961,27.83,2446,1223,SMD,1,0,0,0,0,42604,NA
620L500US01078,"State House District 78 (2016), Alabama",1078,2018,33.4,79,20.2,0.69,45727,32417,24.36,2738,1369,SMD,1,0,0,1,1,45113,NA
620L500US01079,"State House District 79 (2016), Alabama",1079,2018,24.1,93.7,60.2,0.65,70119,42028,76.46,2370,790,SMD,1,1,1,1,1,52524,NA
620L500US01008,"State House District 8 (2016), Alabama",1008,2018,39.5,82.2,21.5,0.13,58159,43582,72.72,2708,1354,SMD,1,1,1,1,1,44792,NA
620L500US01080,"State House District 80 (2016), Alabama",1080,2018,35.7,87.7,21.6,0.25,63573,50876,77.37,2000,456,SMD,1,1,1,1,1,48067,NA
620L500US01081,"State House District 81 (2016), Alabama",1081,2018,43.5,79.9,17,1.43,54457,41710,77.2,9731,3201,SMD,1,1,1,1,1,45592,NA
620L500US01082,"State House District 82 (2016), Alabama",1082,2018,33.5,82.1,25.2,0.86,48305,32965,33.85,6161,1420,SMD,1,0,0,0,0,44018,NA
620L500US01083,"State House District 83 (2016), Alabama",1083,2018,33.5,79.8,16.3,0.8,46527,32191,37.02,2802,620,SMD,1,1,1,1,1,50933,NA
620L500US01084,"State House District 84 (2016), Alabama",1084,2018,38,74.5,14.3,6.02,47489,36083,41.6,3224,0,SMD,1,0,0,0,0,47086,NA
620L500US01085,"State House District 85 (2016), Alabama",1085,2018,38.2,77.5,12,2.58,42320,30461,45.43,2522,1077,SMD,1,1,1,1,1,44445,NA
620L500US01086,"State House District 86 (2016), Alabama",1086,2018,42.3,85,18.5,1.57,59475,43913,82.82,2340,2340,SMD,1,1,1,1,1,46113,NA
620L500US01087,"State House District 87 (2016), Alabama",1087,2018,40.2,83.9,20.4,3.55,62589,44950,85.99,5330,496,SMD,1,0,0,0,0,47936,NA
620L500US01088,"State House District 88 (2016), Alabama",1088,2018,35.8,89.6,27.8,0.36,66735,54765,74.7,1452,0,SMD,1,1,1,1,1,48709,NA
620L500US01089,"State House District 89 (2016), Alabama",1089,2018,30.4,81.7,23.1,2.58,52128,36652,63.34,3115,1880,SMD,1,1,1,1,1,45750,NA
620L500US01009,"State House District 9 (2016), Alabama",1009,2018,40.8,82.6,16.9,1.25,60790,48693,92.08,3747,1474,SMD,1,0,0,0,0,45849,NA
620L500US01090,"State House District 90 (2016), Alabama",1090,2018,42.4,79,14.9,4.34,47658,34464,62.33,3703,392,SMD,1,1,1,1,1,44781,NA
620L500US01091,"State House District 91 (2016), Alabama",1091,2018,39.1,85.9,24.7,1.91,64923,50114,77.38,5808,1936,SMD,1,0,0,0,0,45905,NA
620L500US01092,"State House District 92 (2016), Alabama",1092,2018,43.1,80.7,14.3,3.64,51466,37397,83.67,13215,3515,SMD,1,0,0,0,0,44926,NA
620L500US01093,"State House District 93 (2016), Alabama",1093,2018,40.6,87.5,20.1,1.17,62251,46812,76.22,2077,279,SMD,1,0,0,0,0,46483,NA
620L500US01094,"State House District 94 (2016), Alabama",1094,2018,44.2,91.7,35.2,1.08,77570,55097,88.99,6932,0,SMD,1,1,1,1,1,50579,NA
620L500US01095,"State House District 95 (2016), Alabama",1095,2018,47.1,91.1,27.3,0.58,63727,44940,89.8,9924,0,SMD,1,0,0,0,0,50175,NA
620L500US01096,"State House District 96 (2016), Alabama",1096,2018,39.5,93.8,39.1,0.34,82572,64821,83.11,7372,0,SMD,1,1,1,1,1,50974,NA
620L500US01097,"State House District 97 (2016), Alabama",1097,2018,36.3,80.5,23,0.27,47444,31285,39.15,5204,0,SMD,1,1,1,1,1,45579,NA
620L500US01098,"State House District 98 (2016), Alabama",1098,2018,36,83.1,12.9,0.3,48625,37202,36.14,5814,0,SMD,1,0,0,0,0,45838,NA
620L500US01099,"State House District 99 (2016), Alabama",1099,2018,38.1,86.1,18.4,0.49,45685,34236,29.03,2732,0,SMD,1,1,1,1,1,45198,NA
610U500US01001,"State Senate District 1 (2016), Alabama",1001,2018,41.6,85,21.6,1.34,64296,47034,83.87,6,2,SMD,1,1,1,1,1,139179,NA
610U500US01010,"State Senate District 10 (2016), Alabama",1010,2018,41.3,81.4,15.4,1.09,52313,39948,83.63,4,2,SMD,1,1,1,1,1,136027,NA
610U500US01011,"State Senate District 11 (2016), Alabama",1011,2018,40.5,82.7,17.1,0.35,62098,49473,79.95,6,1,SMD,1,1,1,1,1,138826,NA
610U500US01012,"State Senate District 12 (2016), Alabama",1012,2018,39.4,81.7,17.4,1.11,55666,42247,75.49,3,2,SMD,1,1,1,1,1,132727,NA
610U500US01013,"State Senate District 13 (2016), Alabama",1013,2018,40.6,83,17.6,1.83,57343,44374,75.58,8,2,SMD,1,1,1,1,1,141186,NA
610U500US01014,"State Senate District 14 (2016), Alabama",1014,2018,36.9,86.8,28.5,0.59,71402,58353,79.39,6,1,SMD,1,1,1,1,1,139859,NA
610U500US01015,"State Senate District 15 (2016), Alabama",1015,2018,39,90.8,44.3,0.29,105448,72325,80.23,8,1,SMD,1,0,0,0,0,140498,NA
610U500US01016,"State Senate District 16 (2016), Alabama",1016,2018,36.2,95.9,57.9,0.26,98599,71521,78.76,7,0,SMD,1,1,1,1,1,141161,NA
610U500US01017,"State Senate District 17 (2016), Alabama",1017,2018,42.1,86.1,17.4,0.5,66605,54060,89.89,7,0,SMD,1,0,0,0,0,136246,NA
610U500US01018,"State Senate District 18 (2016), Alabama",1018,2018,35.3,87.2,33.4,0.13,54237,34829,39.11,4,0,SMD,1,0,0,0,0,136653,NA
610U500US01019,"State Senate District 19 (2016), Alabama",1019,2018,39.3,85.9,16.1,0.33,48826,37862,28.81,4,0,SMD,1,0,0,0,0,131514,NA
610U500US01002,"State Senate District 2 (2016), Alabama",1002,2018,35.5,92.8,43.9,0.46,86806,69042,67,4,1,SMD,1,1,1,1,1,145430,NA
610U500US01020,"State Senate District 20 (2016), Alabama",1020,2018,36.9,86.5,20.6,0.1,53073,39124,29.74,4,0,SMD,1,0,0,0,0,136914,NA
610U500US01021,"State Senate District 21 (2016), Alabama",1021,2018,33.8,88.1,29.9,1.06,67740,49784,80.04,6,1,SMD,1,1,1,1,1,139140,NA
610U500US01022,"State Senate District 22 (2016), Alabama",1022,2018,40.5,82.5,13.9,2.11,53179,39843,73.01,12,0,SMD,1,0,0,0,0,138797,NA
610U500US01023,"State Senate District 23 (2016), Alabama",1023,2018,40.2,79.5,12.7,3.6,41746,27617,33.7,8,1,SMD,1,0,0,1,1,126607,NA
610U500US01024,"State Senate District 24 (2016), Alabama",1024,2018,35.5,81.5,17.2,1.88,43868,30533,33.31,10,1,SMD,1,0,0,0,0,138832,NA
610U500US01025,"State Senate District 25 (2016), Alabama",1025,2018,40.5,90.1,38.2,0.77,79863,60736,67.89,5,1,SMD,1,1,1,1,1,137584,NA
610U500US01026,"State Senate District 26 (2016), Alabama",1026,2018,32.8,80,20.6,0.33,46489,34006,19.57,2,1,SMD,1,1,1,1,1,132574,NA
610U500US01027,"State Senate District 27 (2016), Alabama",1027,2018,32.5,85.3,31.8,0.89,59598,39854,72.1,7,2,SMD,1,1,1,1,1,144072,NA
