candidate_ID,assigned_ID,year,name,first_name,last_name,bp_url
AZ-O195Z1S_Karp_B,O195Z1S,2020,Bob Karp,Bob,Karp,https://ballotpedia.org/Bob_Karp
AZ-116MQV8_Gowan_D,116MQV8,2020,David Gowan,David,Gowan,https://ballotpedia.org/David_Gowan
AZ-3708RKL_Barto_N,3708RKL,2020,Nancy K. Barto,Nancy,Barto,https://ballotpedia.org/Nancy_K._Barto
AZ-61S4M5S_Smith_M,61S4M5S,2020,Matt Smith,Matt,Smith,https://ballotpedia.org/Matt_Smith_(Arizona_State_Senate_candidate)
AZ-6F6R4R7_Grayson_R,6F6R4R7,2020,Richard Grayson,Richard,Grayson,https://ballotpedia.org/Richard_Grayson
AZ-W5W60S8_Townsend_K,W5W60S8,2020,Kelly Townsend,Kelly,Townsend,https://ballotpedia.org/Kelly_Townsend
AZ-0W995JG_Fierro_N,0W995JG,2020,Nick Fierro,Nick,Fierro,https://ballotpedia.org/Nick_Fierro
AZ-6Z076NA_Hart_J,6Z076NA,2020,John Ross Hart,John,Hart,https://ballotpedia.org/John_Ross_Hart
AZ-9LB268O_Kurdoglu_A,9LB268O,2020,Ajlan Kurdoglu,Ajlan,Kurdoglu,https://ballotpedia.org/Ajlan_Kurdoglu
AZ-57X5I4S_Mesnard_J,57X5I4S,2020,J.D. Mesnard,J.D.,Mesnard,https://ballotpedia.org/J.D._Mesnard
AZ-M99G5G6_Bowie_S,M99G5G6,2020,Sean Bowie,Sean,Bowie,https://ballotpedia.org/Sean_Bowie
AZ-622SA4T_Sharer_S,622SA4T,2020,Suzanne Sharer,Suzanne,Sharer,https://ballotpedia.org/Suzanne_Sharer
AZ-IG283K8_Contreras_L,IG283K8,2020,Lupe Contreras,Lupe,Contreras,https://ballotpedia.org/Lupe_Contreras
AZ-862K8VC_Ervin_D,862K8VC,2020,Douglas Ervin,Douglas,Ervin,https://ballotpedia.org/Douglas_Ervin
AZ-4J9A4B1_Boyer_P,4J9A4B1,2020,Paul Boyer,Paul,Boyer,https://ballotpedia.org/Paul_Boyer
AZ-54QX9M4_Whitman_B,54QX9M4,2020,Brian Whitman,Brian,Whitman,https://ballotpedia.org/Brian_Whitman
AZ-XP351I0_Gray_R,XP351I0,2020,Rick Gray,Rick,Gray,https://ballotpedia.org/Rick_Gray
AZ-0EE15L7_Tyree_S,0EE15L7,2020,Sarah Tyree,Sarah,Tyree,https://ballotpedia.org/Sarah_Tyree
AZ-T5H86W2_Livingston_D,T5H86W2,2020,David Livingston,David,Livingston,https://ballotpedia.org/David_Livingston
AZ-188ZB8Y_Blattman_S,188ZB8Y,2020,Seth Blattman,Seth,Blattman,https://ballotpedia.org/Seth_Blattman
AZ-8MVD151_Ugenti-Rita_M,8MVD151,2020,Michelle Ugenti-Rita,Michelle,Ugenti-Rita,https://ballotpedia.org/Michelle_Ugenti-Rita
AZ-U8J9W96_Kirsch_K,U8J9W96,2020,Kyle Kirsch,Kyle,Kirsch,https://ballotpedia.org/Kyle_Kirsch
AZ-Q744V3W_Alston_L,Q744V3W,2020,Lela Alston,Lela,Alston,https://ballotpedia.org/Lela_Alston
AZ-9ER0T95_Michaels_R,9ER0T95,2020,Ray Michaels,Ray,Michaels,https://ballotpedia.org/Ray_Michaels
AZ-V1Y424P_Weigel_P,V1Y424P,2020,Paul Weigel,Paul,Weigel,https://ballotpedia.org/Paul_Weigel
AZ-106T3SK_Pace_T,106T3SK,2020,Tyler Pace,Tyler,Pace,https://ballotpedia.org/Tyler_Pace
AZ-CU2597Z_Mendez_J,CU2597Z,2020,Juan Mendez,Juan,Mendez,https://ballotpedia.org/Juan_Mendez
AZ-P3N4F79_Chin_J,P3N4F79,2020,Jae Chin,Jae,Chin,https://ballotpedia.org/Jae_Chin
AZ-Z5140UK_Rios_R,Z5140UK,2020,Rebecca Rios,Rebecca,Rios,https://ballotpedia.org/Rebecca_Rios
AZ-0IP337Q_Shreves_G,0IP337Q,2020,Garland Shreves,Garland,Shreves,https://ballotpedia.org/Garland_Shreves
AZ-CCE6799_Marsh_C,CCE6799,2020,Christine Marsh,Christine,Marsh,https://ballotpedia.org/Christine_Marsh
AZ-H6J96G5_McGee_K,H6J96G5,2020,Kate Brophy McGee,Kate,McGee,https://ballotpedia.org/Kate_Brophy_McGee
AZ-8T3F21Q_Quezada_M,8T3F21Q,2020,Martin Quezada,Martin,Quezada,https://ballotpedia.org/Martin_Quezada
AZ-34AS05N_Wilson_J,34AS05N,2020,John Wilson,John,Wilson,https://ballotpedia.org/John_Wilson_(Arizona)
AZ-V2Q58U4_Carpenter_C,V2Q58U4,2020,Charles Carpenter,Charles,Carpenter,https://ballotpedia.org/Charles_Carpenter
AZ-344U4RF_Navarrete_T,344U4RF,2020,Tony Navarrete,Tony,Navarrete,https://ballotpedia.org/Tony_Navarrete
AR-XM5549B_Francis_R,XM5549B,2020,Ronetta Francis,Ronetta,Francis,https://ballotpedia.org/Ronetta_Francis
AR-040L5IT_Hester_B,040L5IT,2020,Bart Hester,Bart,Hester,https://ballotpedia.org/Bart_Hester
AR-78OFI77_Craig_R,78OFI77,2020,Ryan Craig,Ryan,Craig,https://ballotpedia.org/Ryan_Craig
AR-344CUE5_Hendren_J,344CUE5,2020,Jim Hendren,Jim,Hendren,https://ballotpedia.org/Jim_Hendren
AR-619OQ6M_Eads_L,619OQ6M,2020,Lance Eads,Lance,Eads,https://ballotpedia.org/Lance_Eads
AR-IZH3819_Hickey_J,IZH3819,2020,Jimmy Hickey,Jimmy,Hickey,https://ballotpedia.org/Jimmy_Hickey
AR-V3Z633I_Maloch_B,V3Z633I,2020,Bruce Maloch,Bruce,Maloch,https://ballotpedia.org/Bruce_Maloch
AR-796OF8Y_Beckham_C,796OF8Y,2020,Charles Beckham,Charles,Beckham,https://ballotpedia.org/Charles_Beckham
AR-U5122NO_Overly_B,U5122NO,2020,Brandon Overly,Brandon,Overly,https://ballotpedia.org/Brandon_Overly
AR-M5J398N_Clark_A,M5J398N,2020,Alan Clark,Alan,Clark,https://ballotpedia.org/Alan_Clark
AR-0C5Y8O1_Davis_B,0C5Y8O1,2020,Breanne Davis,Breanne,Davis,https://ballotpedia.org/Breanne_Davis
AR-8QY8I97_Sullivan_D,8QY8I97,2020,Dan Sullivan,Dan,Sullivan,https://ballotpedia.org/Dan_Sullivan_(Arkansas)
AR-7B92LZ6_Wallace_D,7B92LZ6,2020,Dave Wallace,Dave,Wallace,https://ballotpedia.org/Dave_Wallace_(Arkansas)
AR-Z961M5J_Caldwell_R,Z961M5J,2020,Ronald Caldwell,Ronald,Caldwell,https://ballotpedia.org/Ronald_Caldwell
AR-90P8F7S_Flowers_S,90P8F7S,2020,Stephanie Flowers,Stephanie,Flowers,https://ballotpedia.org/Stephanie_Flowers
AR-PY95M87_Cheatham_E,PY95M87,2020,Eddie Cheatham,Eddie,Cheatham,https://ballotpedia.org/Eddie_Cheatham
AR-3MHX260_Gilmore_B,3MHX260,2020,Ben Gilmore,Ben,Gilmore,https://ballotpedia.org/Ben_Gilmore
AR-8JA533Q_Burrell_K,8JA533Q,2020,Keidra Burrell,Keidra,Burrell,https://ballotpedia.org/Keidra_Burrell
AR-T1D09G6_Garner_T,T1D09G6,2020,Trent Garner,Trent,Garner,https://ballotpedia.org/Trent_Garner
AR-BQ67F20_Dismang_J,BQ67F20,2020,Jonathan Dismang,Jonathan,Dismang,https://ballotpedia.org/Jonathan_Dismang
AR-4D5J76T_Hill_R,4D5J76T,2020,Ricky Hill,Ricky,Hill,https://ballotpedia.org/Ricky_Hill
AR-BD189V5_Tucker_C,BD189V5,2020,Clarke Tucker,Clarke,Tucker,https://ballotpedia.org/Clarke_Tucker
AR-56NY47Z_Thomas_B,56NY47Z,2020,Bob Thomas,Bob,Thomas,https://ballotpedia.org/Bob_Thomas_(Arkansas)
AR-6P81FE3_Dixon_A,6P81FE3,2020,Alisa Blaize Dixon,Alisa,Dixon,https://ballotpedia.org/Alisa_Blaize_Dixon
AR-D1385YS_English_J,D1385YS,2020,Jane English,Jane,English,https://ballotpedia.org/Jane_English
CA-U73XJ06_Swartz_P,U73XJ06,2020,Pamela Swartz,Pamela,Swartz,https://ballotpedia.org/Pamela_Swartz
CA-6V89SR6_Dahle_B,6V89SR6,2020,Brian Dahle,Brian,Dahle,https://ballotpedia.org/Brian_Dahle
CA-47E5GI4_Dodd_B,47E5GI4,2020,Bill Dodd,Bill,Dodd,https://ballotpedia.org/Bill_Dodd
CA-E1I2F14_Santamaria_C,E1I2F14,2020,Carlos Santamaria,Carlos,Santamaria,https://ballotpedia.org/Carlos_Santamaria
CA-09JLQ52_Eggman_S,09JLQ52,2020,Susan Talamantes Eggman,Susan,Eggman,https://ballotpedia.org/Susan_Talamantes_Eggman
CA-180EIV6_Ridenour_J,180EIV6,2020,Jim Ridenour,Jim,Ridenour,https://ballotpedia.org/Jim_Ridenour
CA-K1461ZR_Glazer_S,K1461ZR,2020,Steve Glazer,Steve,Glazer,https://ballotpedia.org/Steve_Glazer
CA-O5SK629_Mobley_J,O5SK629,2020,Julie Mobley,Julie,Mobley,https://ballotpedia.org/Julie_Mobley
CA-O3S868W_Skinner_N,O3S868W,2020,Nancy Skinner,Nancy,Skinner,https://ballotpedia.org/Nancy_Skinner_(California)
CA-6NF20R4_Dluzak_J,6NF20R4,2020,Jamie Dluzak,Jamie,Dluzak,https://ballotpedia.org/Jamie_Dluzak
CA-8HAV071_Wiener_S,8HAV071,2020,Scott Wiener,Scott,Wiener,https://ballotpedia.org/Scott_Wiener
CA-85R2GL8_Fielder_J,85R2GL8,2020,Jackie Fielder,Jackie,Fielder,https://ballotpedia.org/Jackie_Fielder
CA-P45H05N_Becker_J,P45H05N,2020,Josh Becker,Josh,Becker,https://ballotpedia.org/Josh_Becker
CA-20A74IN_Glew_A,20A74IN,2020,Alex Glew,Alex,Glew,https://ballotpedia.org/Alex_Glew
CA-923SIY3_Cortese_D,923SIY3,2020,Dave Cortese,Dave,Cortese,https://ballotpedia.org/Dave_Cortese_(California)
CA-96UIC50_Ravel_A,96UIC50,2020,Ann Ravel,Ann,Ravel,https://ballotpedia.org/Ann_Ravel
CA-235UQP4_Laird_J,235UQP4,2020,John Laird,John,Laird,https://ballotpedia.org/John_Laird
CA-0V76L4W_Nohrden_V,0V76L4W,2020,Vicki Nohrden,Vicki,Nohrden,https://ballotpedia.org/Vicki_Nohrden
CA-NA_NA_NA,NA,2020,NA,NA,NA,https://ballotpedia.org/S._Monique_Limón
CA-66U17YH_Michaels_G,66U17YH,2020,Gary Michaels,Gary,Michaels,https://ballotpedia.org/Gary_Michaels
CA-F301M1C_Mueller_K,F301M1C,2020,Kipp Mueller,Kipp,Mueller,https://ballotpedia.org/Kipp_Mueller
CA-V20A0M9_Wilk_S,V20A0M9,2020,Scott Wilk,Scott,Wilk,https://ballotpedia.org/Scott_Wilk
CA-1G027IW_Medina_A,1G027IW,2020,Abigail Medina,Abigail,Medina,https://ballotpedia.org/Abigail_Medina
CA-J79R1B7_Bogh_R,J79R1B7,2020,Rosilicie Ochoa Bogh,Rosilicie,Bogh,https://ballotpedia.org/Rosilicie_Ochoa_Bogh
"CA-701CGC1_Portantino,_A",701CGC1,2020,"Anthony Portantino, Jr.",Anthony,"Portantino,","https://ballotpedia.org/Anthony_Portantino,_Jr."
CA-1XOF625_Hazelton_K,1XOF625,2020,Kathleen Hazelton,Kathleen,Hazelton,https://ballotpedia.org/Kathleen_Hazelton
CA-U1M61A7_Stern_H,U1M61A7,2020,Henry Stern,Henry,Stern,https://ballotpedia.org/Henry_Stern
CA-E7A5F07_Salem_H,E7A5F07,2020,Houman Salem,Houman,Salem,https://ballotpedia.org/Houman_Salem
CA-R93B7Z0_Newman_J,R93B7Z0,2020,Josh Newman,Josh,Newman,https://ballotpedia.org/Josh_Newman
CA-2W92TN5_Chang_L,2W92TN5,2020,Ling Ling Chang,Ling,Chang,https://ballotpedia.org/Ling_Ling_Chang
CA-337WXA3_Roth_R,337WXA3,2020,Richard Roth,Richard,Roth,https://ballotpedia.org/Richard_Roth
CA-5VQ464Y_Taylor_R,5VQ464Y,2020,Rod Taylor,Rod,Taylor,https://ballotpedia.org/Rod_Taylor
CA-P836V0W_Gonzalez_L,P836V0W,2020,Lena Gonzalez,Lena,Gonzalez,https://ballotpedia.org/Lena_Gonzalez
CA-98JP6E6_Castillo_E,98JP6E6,2020,Elizabeth Castillo,Elizabeth,Castillo,https://ballotpedia.org/Elizabeth_Castillo
CA-XP913X6_Bradford_S,XP913X6,2020,Steven Bradford,Steven,Bradford,https://ballotpedia.org/Steven_Bradford
CA-W4O868W_Perry_A,W4O868W,2020,Anthony Perry,Anthony,Perry,https://ballotpedia.org/Anthony_Perry_(California)
CA-9O2X5S4_Min_D,9O2X5S4,2020,Dave Min,Dave,Min,https://ballotpedia.org/Dave_Min
CA-43RV8I1_Moorlach_J,43RV8I1,2020,John M. W. Moorlach,John,Moorlach,https://ballotpedia.org/John_Moorlach
CA-5289AHP_Atkins_T,5289AHP,2020,Toni Atkins,Toni,Atkins,https://ballotpedia.org/Toni_Atkins_(California)
CA-Y0A1P64_Blankenship_L,Y0A1P64,2020,Linda Blankenship,Linda,Blankenship,https://ballotpedia.org/Linda_Blankenship
CO-T3134XO_Flaumenhaft_E,T3134XO,2020,Elissa Flaumenhaft,Elissa,Flaumenhaft,https://ballotpedia.org/Elissa_Flaumenhaft
CO-NG7885N_Smallwood_J,NG7885N,2020,Jim Smallwood,Jim,Smallwood,https://ballotpedia.org/Jim_Smallwood
CO-ST24D89_Harlos_W,ST24D89,2020,Wayne Harlos,Wayne,Harlos,https://ballotpedia.org/Wayne_Harlos
CO-7LJW401_Hanlon_K,7LJW401,2020,Karl Hanlon,Karl,Hanlon,https://ballotpedia.org/Karl_Hanlon
CO-4259PBA_Rankin_R,4259PBA,2020,Robert Rankin,Robert,Rankin,https://ballotpedia.org/Robert_Rankin
CO-UD840U1_McCallian_R,UD840U1,2020,Randi McCallian,Randi,McCallian,https://ballotpedia.org/Randi_McCallian
CO-57JJ49I_Liston_L,57JJ49I,2020,Larry Liston,Larry,Liston,https://ballotpedia.org/Larry_Liston
CO-0E3EO43_Johnson_H,0E3EO43,2020,Heather Johnson,Heather,Johnson,https://ballotpedia.org/Heather_Johnson_(Colorado)
CO-8IO011E_Johnson_E,8IO011E,2020,Electra Johnson,Electra,Johnson,https://ballotpedia.org/Electra_Johnson
CO-U11KL03_Gardner_B,U11KL03,2020,Bob Gardner,Bob,Gardner,https://ballotpedia.org/Bob_Gardner
CO-OPX6491_Harris_Z,OPX6491,2020,Zechariah Harris,Zechariah,Harris,https://ballotpedia.org/Zechariah_Harris
CO-876BZ7Y_Ginal_J,876BZ7Y,2020,Joann Ginal,Joann,Ginal,https://ballotpedia.org/Joann_Ginal
CO-MH4X319_Hochheimer_H,MH4X319,2020,Hans Hochheimer,Hans,Hochheimer,https://ballotpedia.org/Hans_Hochheimer
CO-6QC4A38_Lewis_S,6QC4A38,2020,Sonya Jaquez Lewis,Sonya,Lewis,https://ballotpedia.org/Sonya_Jaquez_Lewis
CO-FQX2976_Menza_M,FQX2976,2020,Matthew Menza,Matthew,Menza,https://ballotpedia.org/Matthew_Menza
CO-3DW69K7_O'Connor_A,3DW69K7,2020,Andrew O'Connor,Andrew,O'Connor,https://ballotpedia.org/Andrew_O'Connor
CO-001BM1U_Fenberg_S,001BM1U,2020,Stephen Fenberg,Stephen,Fenberg,https://ballotpedia.org/Stephen_Fenberg
CO-1EJ626I_Cage_P,1EJ626I,2020,Peg Cage,Peg,Cage,https://ballotpedia.org/Peg_Cage
CO-45HNJ65_Zenzinger_R,45HNJ65,2020,Rachel Zenzinger,Rachel,Zenzinger,https://ballotpedia.org/Rachel_Zenzinger
CO-T501S4X_Gerber_L,T501S4X,2020,Lynn Gerber,Lynn,Gerber,https://ballotpedia.org/Lynn_Gerber
CO-M38M72S_Moreno_D,M38M72S,2020,Dominick Moreno,Dominick,Moreno,https://ballotpedia.org/Dominick_Moreno
CO-R48S91Y_Mendez_M,R48S91Y,2020,Martin Mendez,Martin,Mendez,https://ballotpedia.org/Martin_Mendez
CO-OC33E92_Boccella_S,OC33E92,2020,Sally Boccella,Sally,Boccella,https://ballotpedia.org/Sally_Boccella
CO-7R88WP0_Kirkmeyer_B,7R88WP0,2020,Barbara Kirkmeyer,Barbara,Kirkmeyer,https://ballotpedia.org/Barbara_Kirkmeyer
CO-8579SCQ_DiGiallonardo_M,8579SCQ,2020,Matthew DiGiallonardo,Matthew,DiGiallonardo,https://ballotpedia.org/Matthew_DiGiallonardo
CO-03O31JK_Dickerson_P,03O31JK,2020,Paula Dickerson,Paula,Dickerson,https://ballotpedia.org/Paula_Dickerson
CO-A298K8Y_Priola_K,A298K8Y,2020,Kevin Priola,Kevin,Priola,https://ballotpedia.org/Kevin_Priola
CO-T918R6G_Bridges_J,T918R6G,2020,Jeff Bridges,Jeff,Bridges,https://ballotpedia.org/Jeff_Bridges
CO-T12K5N5_Roth_B,T12K5N5,2020,Bob Roth,Bob,Roth,https://ballotpedia.org/Bob_Roth_(Colorado)
CO-12NV4D1_Solomon_M,12NV4D1,2020,Marc Solomon,Marc,Solomon,https://ballotpedia.org/Marc_Solomon
CO-XE9O709_Kolker_C,XE9O709,2020,Chris Kolker,Chris,Kolker,https://ballotpedia.org/Chris_Kolker
CO-5L43S3I_Staiert_S,5L43S3I,2020,Suzanne Staiert,Suzanne,Staiert,https://ballotpedia.org/Suzanne_Staiert
CO-54SZ0C3_Buckner_J,54SZ0C3,2020,Janet Buckner,Janet,Buckner,https://ballotpedia.org/Janet_Buckner
CO-9R5T5D9_Stecher_K,9R5T5D9,2020,Karl Stecher,Karl,Stecher,https://ballotpedia.org/Karl_Stecher
CO-S9K781E_Fields_R,S9K781E,2020,Rhonda Fields,Rhonda,Fields,https://ballotpedia.org/Rhonda_Fields
CO-J7QU201_Poague_M,J7QU201,2020,Michele Poague,Michele,Poague,https://ballotpedia.org/Michele_Poague
CO-1URO774_Hansen_C,1URO774,2020,Chris Hansen,Chris,Hansen,https://ballotpedia.org/Chris_Hansen
CO-RO70W41_Townsend_D,RO70W41,2020,Doug Townsend,Doug,Townsend,https://ballotpedia.org/Doug_Townsend
CO-6F9V7E6_Coleman_J,6F9V7E6,2020,James Coleman,James,Coleman,https://ballotpedia.org/James_Coleman_(Colorado)
CO-0MV05F6_Burton_J,0MV05F6,2020,Jerry Burton,Jerry,Burton,https://ballotpedia.org/Jerry_Burton
CO-97M5JC0_Lopez_C,97M5JC0,2020,Carlos Lopez,Carlos,Lopez,https://ballotpedia.org/Carlos_Lopez_(Colorado)
CO-B1S109K_Simpson_C,B1S109K,2020,Cleave Simpson Jr.,Cleave,Simpson,https://ballotpedia.org/Cleave_Simpson_Jr.
CT-1I50NO3_Fonfara_J,1I50NO3,2020,John Fonfara,John,Fonfara,https://ballotpedia.org/John_Fonfara
CT-93F9A6P_Ruhe_B,93F9A6P,2020,Barbara Ruhe,Barbara,Ruhe,https://ballotpedia.org/Barbara_Ruhe
CT-4Y5L2Q1_Sanders_M,4Y5L2Q1,2020,Mary Sanders,Mary,Sanders,https://ballotpedia.org/Mary_Sanders
CT-6E04I7T_McCrory_D,6E04I7T,2020,Douglas McCrory,Douglas,McCrory,https://ballotpedia.org/Douglas_McCrory
CT-9BD8Z32_Anwar_S,9BD8Z32,2020,Saud Anwar,Saud,Anwar,https://ballotpedia.org/Saud_Anwar
CT-UHM0365_Cassano_S,UHM0365,2020,Steve Cassano,Steve,Cassano,https://ballotpedia.org/Steve_Cassano
CT-02KW05I_Corey_M,02KW05I,2020,Matthew Corey,Matthew,Corey,https://ballotpedia.org/Matthew_Corey
CT-6OZ6V54_Harris_H,6OZ6V54,2020,Harold Harris,Harold,Harris,https://ballotpedia.org/Harold_Harris_(Connecticut)
CT-H22K1S8_Green_K,H22K1S8,2020,Kelly Green,Kelly,Green,https://ballotpedia.org/Kelly_Green
CT-65HEP48_Slap_D,65HEP48,2020,Derek Slap,Derek,Slap,https://ballotpedia.org/Derek_Slap
CT-OP775Y4_Chabot_P,OP775Y4,2020,Phillip Chabot,Phillip,Chabot,https://ballotpedia.org/Phillip_Chabot
CT-Q0987WQ_Nawrocki_J,Q0987WQ,2020,Joelle Nawrocki,Joelle,Nawrocki,https://ballotpedia.org/Joelle_Nawrocki
CT-8A8QX26_Lopes_R,8A8QX26,2020,Rick Lopes,Rick,Lopes,https://ballotpedia.org/Rick_Lopes
CT-WCC5638_Bizzarro_G,WCC5638,2020,Gennaro Bizzarro,Gennaro,Bizzarro,https://ballotpedia.org/Gennaro_Bizzarro
CT-6Q70G8B_Moffa_F,6Q70G8B,2020,Frederick Moffa,Frederick,Moffa,https://ballotpedia.org/Frederick_Moffa
CT-08OF87K_Kissel_J,08OF87K,2020,John Kissel,John,Kissel,https://ballotpedia.org/John_Kissel
CT-PCO5302_Osborne_M,PCO5302,2020,Melissa E. Osborne,Melissa,Osborne,https://ballotpedia.org/Melissa_Osborne
CT-657RMH2_Witkos_K,657RMH2,2020,Kevin Witkos,Kevin,Witkos,https://ballotpedia.org/Kevin_Witkos
CT-J455QQ8_McConnell_K,J455QQ8,2020,Keith McConnell,Keith,McConnell,https://ballotpedia.org/Keith_McConnell
CT-8G8L52C_Lesser_M,8G8L52C,2020,Matthew L. Lesser,Matthew,Lesser,https://ballotpedia.org/Matthew_Lesser
